SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,DISABSEE_N_T,DISABSEE_YSOME_T,DISABSEE_YLOT_T,DISABSEE_YALL_T,DISABSEE_Y_T,DISABSEE_TOT_T,DISABSEER_T,DISABSEE_N_F,DISABSEE_YSOME_F,DISABSEE_YLOT_F,DISABSEE_YALL_F,DISABSEE_Y_F,DISABSEE_TOT_F,DISABSEER_F,DISABSEE_N_M,DISABSEE_YSOME_M,DISABSEE_YLOT_M,DISABSEE_YALL_M,DISABSEE_Y_M,DISABSEE_TOT_M,DISABSEER_M,DISABSEE_N_U,DISABSEE_YSOME_U,DISABSEE_YLOT_U,DISABSEE_YALL_U,DISABSEE_Y_U,DISABSEE_TOT_U,DISABSEER_U,DISABSEE_N_R,DISABSEE_YSOME_R,DISABSEE_YLOT_R,DISABSEE_YALL_R,DISABSEE_Y_R,DISABSEE_TOT_R,DISABSEER_R,DISABSEER_N_FU,DISABSEE_YSOME_FU,DISABSEE_YLOT_FU,DISABSEE_YALL_FU,DISABSEE_Y_FU,DISABSEE_TOT_FU,DISABSEER_FU,DISABSEE_N_MU,DISABSEE_YSOME_MU,DISABSEE_YLOT_MU,DISABSEE_YALL_MU,DISABSEE_Y_MU,DISABSEE_TOT_MU,DISABSEER_MU,DISABSEE_N_FR,DISABSEE_YSOME_FR,DISABSEE_YLOT_FR,DISABSEE_YALL_FR,DISABSEE_Y_FR,DISABSEE_TOT_FR,DISABSEER_FR,DISABSEE_N_MR,DISABSEE_YSOME_MR,DISABSEE_YLOT_MR,DISABSEE_YALL_MR,DISABSEE_Y_MR,DISABSEE_TOT_MR,DISABSEER_MR
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013027,Twantay,တွံတေး,222471,3792,369,204,4365,226836,1.9242977305189652,113125,2127,209,124,2460,115585,2.128303845654713,109346,1665,160,80,1905,111251,1.7123441587041914,42399,609,52,32,693,43092,1.608187134502924,180072,3183,317,172,3672,183744,1.9984326018808778,21923,363,31,23,417,22340,1.8666069829901524,20476,246,21,9,276,20752,1.3299922898997687,91202,1764,178,101,2043,93245,2.1910021985093033,88870,1419,139,71,1629,90499,1.8000198897225383
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013028,Kawhmu,ကော့မှုး,114289,4287,350,124,4761,119050,3.999160016799664,58091,2391,193,76,2660,60751,4.378528748497967,56198,1896,157,48,2101,58299,3.6038354002641557,8432,153,9,6,168,8600,1.9534883720930232,105857,4134,341,118,4593,110450,4.1584427342689,4392,82,2,5,89,4481,1.9861638027226065,4040,71,7,1,79,4119,1.9179412478756979,53699,2309,191,71,2571,56270,4.569042118357918,52158,1825,150,47,2022,54180,3.732004429678849
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013029,Kungyangon,ကွမ်းခြံကုန်း,107737,3443,323,129,3895,111632,3.489142898093737,55257,2016,178,74,2268,57525,3.9426336375488917,52480,1427,145,55,1627,54107,3.0070046389561425,15880,668,53,26,747,16627,4.492692608408011,91857,2775,270,103,3148,95005,3.31350981527288,8238,411,31,16,458,8696,5.266789328426863,7642,257,22,10,289,7931,3.643928886647333,47019,1605,147,58,1810,48829,3.7068135739007557,44838,1170,123,45,1338,46176,2.8976091476091477
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013030,Dala,ဒလ,169283,3065,341,168,3574,172857,2.0676050145495988,86091,1801,201,93,2095,88186,2.3756605356859364,83192,1264,140,75,1479,84671,1.7467609925476257,117130,1896,227,113,2236,119366,1.873230233064692,52153,1169,114,55,1338,53491,2.50135536819278,59658,1153,134,63,1350,61008,2.2128245476003148,57472,743,93,50,886,58358,1.5182151547345695,26433,648,67,30,745,27178,2.741187725366105,25720,521,47,25,593,26313,2.2536388857218865
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013031,Seikgyikanaungto,ဆိပ်ကြီးခနောင်တို,33178,743,62,20,825,34003,2.4262565067788135,16432,449,39,15,503,16935,2.9701801003838204,16746,294,23,5,322,17068,1.8865713616123743,33178,743,62,20,825,34003,2.4262565067788135,0,0,0,0,0,0,,16432,449,39,15,503,16935,2.9701801003838204,16746,294,23,5,322,17068,1.8865713616123743,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013032,Cocokyun,ကိုကိုးကျွန်း,1800,138,2,0,140,1940,7.216494845360824,612,34,0,0,34,646,5.263157894736842,1188,104,2,0,106,1294,8.191653786707882,1800,138,2,0,140,1940,7.216494845360824,0,0,0,0,0,0,,612,34,0,0,34,646,5.263157894736842,1188,104,2,0,106,1294,8.191653786707882,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013033,Kyauktada,ကျောက်တံတား,29245,539,55,14,608,29853,2.036646233209393,15722,311,35,8,354,16076,2.2020403085344613,13523,228,20,6,254,13777,1.843652464252014,29245,539,55,14,608,29853,2.036646233209393,0,0,0,0,0,0,,15722,311,35,8,354,16076,2.2020403085344613,13523,228,20,6,254,13777,1.843652464252014,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013034,Pabedan,ပန်းပဲတန်း,32929,328,43,36,407,33336,1.220902327813775,17916,201,29,19,249,18165,1.370767960363336,15013,127,14,17,158,15171,1.0414606815635095,32929,328,43,36,407,33336,1.220902327813775,0,0,0,0,0,0,,17916,201,29,19,249,18165,1.370767960363336,15013,127,14,17,158,15171,1.0414606815635095,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013035,Lanmadaw,လမ်းမတော်,46570,403,36,151,590,47160,1.2510602205258694,26693,234,11,42,287,26980,1.0637509266123053,19877,169,25,109,303,20180,1.5014866204162538,46570,403,36,151,590,47160,1.2510602205258694,0,0,0,0,0,0,,26693,234,11,42,287,26980,1.0637509266123053,19877,169,25,109,303,20180,1.5014866204162538,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013036,Latha,လသာ,24559,425,38,35,498,25057,1.987468571656623,14034,259,21,15,295,14329,2.0587619512875985,10525,166,17,20,203,10728,1.8922445935868755,24559,425,38,35,498,25057,1.987468571656623,0,0,0,0,0,0,,14034,259,21,15,295,14329,2.0587619512875985,10525,166,17,20,203,10728,1.8922445935868755,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013037,Ahlone,အလုံ,54998,413,51,20,484,55482,0.872354998017375,29645,238,34,14,286,29931,0.9555310547592797,25353,175,17,6,198,25551,0.7749207467418106,54998,413,51,20,484,55482,0.872354998017375,0,0,0,0,0,0,,29645,238,34,14,286,29931,0.9555310547592797,25353,175,17,6,198,25551,0.7749207467418106,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,108326,2829,238,121,3188,111514,2.858833868393206,57002,1674,153,58,1885,58887,3.2010460712890794,51324,1155,85,63,1303,52627,2.4759154046402037,108326,2829,238,121,3188,111514,2.858833868393206,0,0,0,0,0,0,,57002,1674,153,58,1885,58887,3.2010460712890794,51324,1155,85,63,1303,52627,2.4759154046402037,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013039,Sanchaung,စမ်းချောင်း,98694,769,74,82,925,99619,0.9285377287465242,55079,458,50,39,547,55626,0.9833531082587279,43615,311,24,43,378,43993,0.8592276043916077,98694,769,74,82,925,99619,0.9285377287465242,0,0,0,0,0,0,,55079,458,50,39,547,55626,0.9833531082587279,43615,311,24,43,378,43993,0.8592276043916077,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013040,Hlaing,လှိုင်,157933,2135,152,87,2374,160307,1.4809085068025725,83868,1274,88,48,1410,85278,1.6534158868641384,74065,861,64,39,964,75029,1.284836529875115,157933,2135,152,87,2374,160307,1.4809085068025725,0,0,0,0,0,0,,83868,1274,88,48,1410,85278,1.6534158868641384,74065,861,64,39,964,75029,1.284836529875115,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013041,Kamaryut,ကမာရွတ်,84090,394,48,37,479,84569,0.5664014000402039,47342,226,25,18,269,47611,0.564995484236836,36748,168,23,19,210,36958,0.5682125656150225,84090,394,48,37,479,84569,0.5664014000402039,0,0,0,0,0,0,,47342,226,25,18,269,47611,0.564995484236836,36748,168,23,19,210,36958,0.5682125656150225,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013042,Mayangone,မရမ်းကုန်း,196038,1722,179,174,2075,198113,1.0473820496383377,103463,1065,102,91,1258,104721,1.201287229877484,92575,657,77,83,817,93392,0.8748072640054823,196038,1722,179,174,2075,198113,1.0473820496383377,0,0,0,0,0,0,,103463,1065,102,91,1258,104721,1.201287229877484,92575,657,77,83,817,93392,0.8748072640054823,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013043,Dagon,ဒဂုံ,24942,108,16,16,140,25082,0.5581692050075752,13141,71,13,11,95,13236,0.7177394983378664,11801,37,3,5,45,11846,0.37987506331251053,24942,108,16,16,140,25082,0.5581692050075752,0,0,0,0,0,0,,13141,71,13,11,95,13236,0.7177394983378664,11801,37,3,5,45,11846,0.37987506331251053,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013044,Bahan,ဗဟန်း,95963,644,67,58,769,96732,0.7949799445891742,50760,392,29,33,454,51214,0.8864763541219197,45203,252,38,25,315,45518,0.6920339206467772,95963,644,67,58,769,96732,0.7949799445891742,0,0,0,0,0,0,,50760,392,29,33,454,51214,0.8864763541219197,45203,252,38,25,315,45518,0.6920339206467772,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013045,Seikkan,ဆိပ်ကမ်း,2818,6,0,2,8,2826,0.28308563340410475,1127,1,0,1,2,1129,0.1771479185119575,1691,5,0,1,6,1697,0.3535651149086624,2818,6,0,2,8,2826,0.28308563340410475,0,0,0,0,0,0,,1127,1,0,1,2,1129,0.1771479185119575,1691,5,0,1,6,1697,0.3535651149086624,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017001,Pathein,ပုသိမ်,361519,17420,1609,437,19466,380985,5.109387508694568,185096,9911,919,255,11085,196181,5.650394278752784,176423,7509,690,182,8381,184804,4.5350749983766585,178752,7887,590,213,8690,187442,4.636100767170645,182767,9533,1019,224,10776,193543,5.567754969179975,93612,4616,374,121,5111,98723,5.177111716621254,85140,3271,216,92,3579,88719,4.034085145233828,91484,5295,545,134,5974,97458,6.129820025036426,91283,4238,474,90,4802,96085,4.997658323359525
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017002,Kangyidaunt,ကန်ကြီးထောင့်,173288,4159,345,198,4702,177990,2.6417214450250017,88535,2255,179,124,2558,91093,2.8081191749091587,84753,1904,166,74,2144,86897,2.467288859224139,10927,138,9,18,165,11092,1.4875586007933645,162361,4021,336,180,4537,166898,2.7184268235688864,5578,77,6,10,93,5671,1.6399224122729676,5349,61,3,8,72,5421,1.3281682346430548,82957,2178,173,114,2465,85422,2.8856734798997916,79404,1843,163,66,2072,81476,2.543080170847857
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017003,Thabaung,သာပေါင်း,148892,4809,485,214,5508,154400,3.567357512953368,75708,2637,254,138,3029,78737,3.8469842640689893,73184,2172,231,76,2479,75663,3.2763702205833765,7034,242,17,7,266,7300,3.643835616438356,141858,4567,468,207,5242,147100,3.5635622025832765,3716,146,10,5,161,3877,4.152695383028115,3318,96,7,2,105,3423,3.067484662576687,71992,2491,244,133,2868,74860,3.8311514827678335,69866,2076,224,74,2374,72240,3.286267995570321
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017004,Ngapudaw,ငပုတော,313889,9194,992,404,10590,324479,3.263693490179642,155680,4962,558,267,5787,161467,3.5840140709866417,158209,4232,434,137,4803,163012,2.9464088533359507,28044,591,70,27,688,28732,2.394542670193512,285845,8603,922,377,9902,295747,3.348132018245325,13914,345,47,21,413,14327,2.882669086340476,14130,246,23,6,275,14405,1.9090593543908365,141766,4617,511,246,5374,147140,3.6523039282316163,144079,3986,411,131,4528,148607,3.046962794484782
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017005,Kyonpyaw,ကျုံပျော်,222607,11316,1384,420,13120,235727,5.565760392318232,114710,6263,789,227,7279,121989,5.96693144463845,107897,5053,595,193,5841,113738,5.1354868205876665,22441,1377,114,34,1525,23966,6.363181173328883,200166,9939,1270,386,11595,211761,5.475512488135209,11747,818,62,24,904,12651,7.145680183384713,10694,559,52,10,621,11315,5.48828988068935,102963,5445,727,203,6375,109338,5.83054381825166,97203,4494,543,183,5220,102423,5.096511525731525
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017006,Yegyi,ရေကြည်,186544,6646,640,270,7556,194100,3.892838742916023,97550,3622,382,159,4163,101713,4.092888814605803,88994,3024,258,111,3393,92387,3.672594629114486,28490,771,72,37,880,29370,2.9962546816479403,158054,5875,568,233,6676,164730,4.0526922843440785,15323,445,44,28,517,15840,3.2638888888888893,13167,326,28,9,363,13530,2.682926829268293,82227,3177,338,131,3646,85873,4.2458048513502495,75827,2698,230,102,3030,78857,3.842398265214249
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017007,Kyaunggon,ကျောင်းကုန်း,156110,5964,681,280,6925,163035,4.247554206152053,80442,3272,384,182,3838,84280,4.553868058851448,75668,2692,297,98,3087,78755,3.9197511269125767,15306,670,61,15,746,16052,4.647395963119861,140804,5294,620,265,6179,146983,4.203887524407585,8123,386,37,10,433,8556,5.0607760635811125,7183,284,24,5,313,7496,4.17556029882604,72319,2886,347,172,3405,75724,4.496592889968834,68485,2408,273,93,2774,71259,3.8928416059725786
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017008,Hinthada,ဟင်္သာတ,319580,16648,1713,494,18855,338435,5.571232289804541,168063,9422,959,297,10678,178741,5.9740070828741025,151517,7226,754,197,8177,159694,5.120417799040665,80044,3336,287,95,3718,83762,4.438766982641293,239536,13312,1426,399,15137,254673,5.9437003530016925,42666,2005,169,54,2228,44894,4.962801265202477,37378,1331,118,41,1490,38868,3.8334877019656273,125397,7417,790,243,8450,133847,6.313178479906162,114139,5895,636,156,6687,120826,5.534404846638968
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017009,Zalun,ဇလွန်,157664,9267,995,277,10539,168203,6.265643300060046,82485,5309,578,178,6065,88550,6.849237718802936,75179,3958,417,99,4474,79653,5.616863143886608,18716,2324,190,24,2538,21254,11.94128164110285,138948,6943,805,253,8001,146949,5.4447461364146745,9815,1338,116,16,1470,11285,13.026140894993354,8901,986,74,8,1068,9969,10.713210953957269,72670,3971,462,162,4595,77265,5.947065294764771,66278,2972,343,91,3406,69684,4.887779117157454
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017010,Lemyethna,လေးမျက်နှာ,99089,3379,423,133,3935,103024,3.819498369312005,51156,1891,237,79,2207,53363,4.135824447650994,47933,1488,186,54,1728,49661,3.479591631259942,2827,18,7,5,30,2857,1.0500525026251313,96262,3361,416,128,3905,100167,3.8984895224974294,1504,9,4,2,15,1519,0.9874917709019092,1323,9,3,3,15,1338,1.1210762331838564,49652,1882,233,77,2192,51844,4.228068821850166,46610,1479,183,51,1713,48323,3.5448958053101007
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017011,Myanaung,မြန်အောင်,209989,7276,920,396,8592,218581,3.930808258723311,111375,4123,541,239,4903,116278,4.216618792892895,98614,3153,379,157,3689,102303,3.6059548595837856,21775,671,64,40,775,22550,3.436807095343681,188214,6605,856,356,7817,196031,3.9876346088118715,11975,384,43,28,455,12430,3.660498793242156,9800,287,21,12,320,10120,3.1620553359683794,99400,3739,498,211,4448,103848,4.283183113781681,88814,2866,358,145,3369,92183,3.6546868728507422
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017012,Kyangin,ကြံခင်း,92385,3276,301,121,3698,96083,3.84875576324636,48445,1786,161,68,2015,50460,3.9932619896948083,43940,1490,140,53,1683,45623,3.688928829756921,18972,461,39,23,523,19495,2.6827391638881766,73413,2815,262,98,3175,76588,4.145558050869588,10065,271,22,14,307,10372,2.959892016968762,8907,190,17,9,216,9123,2.367642222952976,38380,1515,139,54,1708,40088,4.260626621432848,35033,1300,123,44,1467,36500,4.019178082191781
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017013,Ingapu,အင်္ဂပူ,200935,11670,1395,384,13449,214384,6.273322636017613,104365,6608,805,229,7642,112007,6.822787861472944,96570,5062,590,155,5807,102377,5.672172460611271,11933,1294,65,28,1387,13320,10.412912912912912,189002,10376,1330,356,12062,201064,5.999084868499582,6335,758,40,20,818,7153,11.435761219068922,5598,536,25,8,569,6167,9.226528295767796,98030,5850,765,209,6824,104854,6.508096972933794,90972,4526,565,147,5238,96210,5.444340505144996
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017014,Myaungmya,မြောင်းမြ,281666,15206,1402,363,16971,298637,5.682818940720674,143169,8490,774,232,9496,152665,6.2201552418694535,138497,6716,628,131,7475,145972,5.120845093579591,54496,3802,339,61,4202,58698,7.158676615898327,227170,11404,1063,302,12769,239939,5.321769283026103,28614,2215,209,34,2458,31072,7.910659114315139,25882,1587,130,27,1744,27626,6.312893650908564,114555,6275,565,198,7038,121593,5.788162147492043,112615,5129,498,104,5731,118346,4.842580230848529
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017015,Einme,အိမ္မဲ,189126,4246,459,270,4975,194101,2.563098593000551,96694,2340,270,168,2778,99472,2.792745697281647,92432,1906,189,102,2197,94629,2.321698422259561,13088,398,53,15,466,13554,3.438099454035709,176038,3848,406,255,4509,180547,2.4974106465352515,6895,226,30,8,264,7159,3.6876658751222235,6193,172,23,7,202,6395,3.1587177482408126,89799,2114,240,160,2514,92313,2.723343407754054,86239,1734,166,95,1995,88234,2.261033161819707
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017016,Labutta,လပွတ္တာ,300523,13062,1247,386,14695,315218,4.661853066766492,148633,6774,680,219,7673,156306,4.908960628510742,151890,6288,567,167,7022,158912,4.418797825211438,32337,983,57,26,1066,33403,3.1913301200490976,268186,12079,1190,360,13629,281815,4.836151375902631,16654,529,33,14,576,17230,3.343006384213581,15683,454,24,12,490,16173,3.029740926235083,131979,6245,647,205,7097,139076,5.102965285167822,136207,5834,543,155,6532,142739,4.576184504585292
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017017,Wakema,ဝါးခယ်မ,274108,13137,1437,424,14998,289106,5.18771661605086,140067,7277,816,248,8341,148408,5.620316964045065,134041,5860,621,176,6657,140698,4.731410538884703,21225,818,106,32,956,22181,4.309995040800685,252883,12319,1331,392,14042,266925,5.26065374168774,11163,484,63,16,563,11726,4.801296264710899,10062,334,43,16,393,10455,3.75896700143472,128904,6793,753,232,7778,136682,5.690581056759485,123979,5526,578,160,6264,130243,4.809471526300838
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017018,Mawlamyinegyun,မော်လမြိုင်ကျွန်း,281853,25284,3584,619,29487,311340,9.47099633840817,142226,13612,1997,378,15987,158213,10.104732228072283,139627,11672,1587,241,13500,153127,8.81621138009626,30091,2471,285,68,2824,32915,8.579674920249127,251762,22813,3299,551,26663,278425,9.576367064739157,15456,1464,157,38,1659,17115,9.69325153374233,14635,1007,128,30,1165,15800,7.3734177215189876,126770,12148,1840,340,14328,141098,10.154644289784406,124992,10665,1459,211,12335,137327,8.982210344651817
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017019,Maubin,မအူပင်,305741,7181,849,322,8352,314093,2.6590850480590142,156527,3978,456,192,4626,161153,2.8705639981880573,149214,3203,393,130,3726,152940,2.436249509611612,41936,1021,115,39,1175,43111,2.7255224884600215,263805,6160,734,283,7177,270982,2.6485153995468336,22128,619,62,25,706,22834,3.091880529035649,19808,402,53,14,469,20277,2.3129654288109682,134399,3359,394,167,3920,138319,2.8340285860944627,129406,2801,340,116,3257,132663,2.4550929799567323
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017020,Pantanaw,ပန်းတနော်,252528,10477,1211,380,12068,264596,4.560915508926817,129909,5659,682,224,6565,136474,4.810440083825491,122619,4818,529,156,5503,128122,4.295124959023431,19656,139,12,13,164,19820,0.8274470232088799,232872,10338,1199,367,11904,244776,4.86322188449848,10324,94,8,9,111,10435,1.063727839003354,9332,45,4,4,53,9385,0.5647309536494406,119585,5565,674,215,6454,126039,5.1206372630693675,113287,4773,525,152,5450,118737,4.589976165811836
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017021,Nyaungdon,ညောင်တုန်း,207694,7096,840,276,8212,215906,3.803507081785592,105598,3936,472,187,4595,110193,4.1699563493143845,102096,3160,368,89,3617,105713,3.4215280996660766,24060,321,46,28,395,24455,1.6152116131670415,183634,6775,794,248,7817,191451,4.083029077936391,12661,183,26,19,228,12889,1.7689502676701063,11399,138,20,9,167,11566,1.4438872557496107,92937,3753,446,168,4367,97304,4.4879963824714295,90697,3022,348,80,3450,94147,3.6644821396327023
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017022,Danubyu,ဓနုဖြူ,173921,4542,615,275,5432,179353,3.028664142779881,90446,2590,380,162,3132,93578,3.346940520207741,83475,1952,235,113,2300,85775,2.6814339842611483,21457,242,45,18,305,21762,1.401525595073982,152464,4300,570,257,5127,157591,3.2533583770646803,11615,142,23,5,170,11785,1.4425116673737801,9842,100,22,13,135,9977,1.3531121579633156,78831,2448,357,157,2962,81793,3.621336789211791,73633,1852,213,100,2165,75798,2.8562758911844637
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017023,Pyapon,ဖျာပုံ,298117,14079,1491,435,16005,314122,5.095154112096574,149676,7789,807,244,8840,158516,5.576724116177547,148441,6290,684,191,7165,155606,4.604578229631248,50406,1877,138,65,2080,52486,3.962961551651869,247711,12202,1353,370,13925,261636,5.322279808589032,25661,1049,75,36,1160,26821,4.324969240520487,24745,828,63,29,920,25665,3.584648353789207,124015,6740,732,208,7680,131695,5.8316564789855345,123696,5462,621,162,6245,129941,4.806027350874627
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017024,Bogale,ဘိုကလေး,305396,14810,1904,555,17269,322665,5.351990454496149,154007,7971,1047,344,9362,163369,5.730585361971977,151389,6839,857,211,7907,159296,4.963715347529128,41390,1574,201,59,1834,43224,4.243013140847677,264006,13236,1703,496,15435,279441,5.523527327772231,21612,912,131,39,1082,22694,4.767780029963867,19778,662,70,20,752,20530,3.6629322942036047,132395,7059,916,305,8280,140675,5.885907232983828,131611,6177,787,191,7155,138766,5.156162172290042
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017025,Kyaiklat,ကျိုက်လတ်,187717,4880,503,240,5623,193340,2.908347988000414,95331,2745,277,150,3172,98503,3.2202064911728576,92386,2135,226,90,2451,94837,2.584434345244999,23992,424,38,25,487,24479,1.9894603537726214,163725,4456,465,215,5136,168861,3.041554888340114,12442,278,26,14,318,12760,2.492163009404389,11550,146,12,11,169,11719,1.4421025684785391,82889,2467,251,136,2854,85743,3.3285516018800365,80836,1989,214,79,2282,83118,2.745494357419572
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017026,Dedaye,ဒေးဒရဲ,197670,4698,378,180,5256,202926,2.59010673841696,100348,2639,218,107,2964,103312,2.8689794021991637,97322,2059,160,73,2292,99614,2.3008814022125406,15075,221,16,8,245,15320,1.5992167101827677,182595,4477,362,172,5011,187606,2.6710233148193554,7927,145,12,5,162,8089,2.002719742860675,7148,76,4,3,83,7231,1.1478357073710415,92421,2494,206,102,2802,95223,2.9425663967738886,90174,1983,156,70,2209,92383,2.391132567680201
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018001,Zay Yar Thi Ri,ဇေယျာသီရိ,109905,1232,96,60,1388,111293,1.247158401696423,54894,662,64,31,757,55651,1.3602630680490917,55011,570,32,29,631,55642,1.1340354408540312,34505,547,39,15,601,35106,1.7119580698456105,75400,685,57,45,787,76187,1.0329846299237402,15924,291,24,3,318,16242,1.9578869597340227,18581,256,15,12,283,18864,1.5002120441051738,38970,371,40,28,439,39409,1.1139587403892512,36430,314,17,17,348,36778,0.9462178476262983
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018002,Za Bu Thi Ri,ဇမ္ဗူသီရိ,108622,1707,93,37,1837,110459,1.663060502086747,58128,1006,61,17,1084,59212,1.8307099912179963,50494,701,32,20,753,51247,1.4693543036665562,102874,1598,92,32,1722,104596,1.6463344678572793,5748,109,1,5,115,5863,1.9614531809653761,55160,943,61,17,1021,56181,1.8173403819796727,47714,655,31,15,701,48415,1.447898378601673,2968,63,0,0,63,3031,2.0785219399538106,2780,46,1,5,52,2832,1.8361581920903955
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018003,Tatkon,တပ်ကုန်း,214384,2354,197,158,2709,217093,1.2478523029300808,111844,1335,106,93,1534,113378,1.3529961720968795,102540,1019,91,65,1175,103715,1.1329123077664756,41319,306,34,24,364,41683,0.8732576829882686,173065,2048,163,134,2345,175410,1.3368679094692435,21863,187,13,11,211,22074,0.955875690858023,19456,119,21,13,153,19609,0.780253965016064,89981,1148,93,82,1323,91304,1.4490055200210286,83084,900,70,52,1022,84106,1.2151332841889997
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018004,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,51005,285,19,19,323,51328,0.6292861596009975,24105,153,11,9,173,24278,0.7125792898920833,26900,132,8,10,150,27050,0.5545286506469501,23029,152,5,8,165,23194,0.7113908769509356,27976,133,14,11,158,28134,0.5615980663965309,10165,75,2,2,79,10244,0.7711831315892229,12864,77,3,6,86,12950,0.6640926640926641,13940,78,9,7,94,14034,0.6698019096479977,14036,55,5,4,64,14100,0.45390070921985815
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018005,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,115076,1196,146,73,1415,116491,1.2146861130902817,58336,703,81,45,829,59165,1.4011662300346488,56740,493,65,28,586,57326,1.0222237728081498,43944,439,35,19,493,44437,1.109435830501609,71132,757,111,54,922,72054,1.2795958586615594,22139,250,17,13,280,22419,1.2489406307150186,21805,189,18,6,213,22018,0.9673903170133527,36197,453,64,32,549,36746,1.4940401676372939,34935,304,47,22,373,35308,1.0564178089951286
