SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,DISABSEE_N_T,DISABSEE_YSOME_T,DISABSEE_YLOT_T,DISABSEE_YALL_T,DISABSEE_Y_T,DISABSEE_TOT_T,DISABSEER_T,DISABSEE_N_F,DISABSEE_YSOME_F,DISABSEE_YLOT_F,DISABSEE_YALL_F,DISABSEE_Y_F,DISABSEE_TOT_F,DISABSEER_F,DISABSEE_N_M,DISABSEE_YSOME_M,DISABSEE_YLOT_M,DISABSEE_YALL_M,DISABSEE_Y_M,DISABSEE_TOT_M,DISABSEER_M,DISABSEE_N_U,DISABSEE_YSOME_U,DISABSEE_YLOT_U,DISABSEE_YALL_U,DISABSEE_Y_U,DISABSEE_TOT_U,DISABSEER_U,DISABSEE_N_R,DISABSEE_YSOME_R,DISABSEE_YLOT_R,DISABSEE_YALL_R,DISABSEE_Y_R,DISABSEE_TOT_R,DISABSEER_R,DISABSEER_N_FU,DISABSEE_YSOME_FU,DISABSEE_YLOT_FU,DISABSEE_YALL_FU,DISABSEE_Y_FU,DISABSEE_TOT_FU,DISABSEER_FU,DISABSEE_N_MU,DISABSEE_YSOME_MU,DISABSEE_YLOT_MU,DISABSEE_YALL_MU,DISABSEE_Y_MU,DISABSEE_TOT_MU,DISABSEER_MU,DISABSEE_N_FR,DISABSEE_YSOME_FR,DISABSEE_YLOT_FR,DISABSEE_YALL_FR,DISABSEE_Y_FR,DISABSEE_TOT_FR,DISABSEER_FR,DISABSEE_N_MR,DISABSEE_YSOME_MR,DISABSEE_YLOT_MR,DISABSEE_YALL_MR,DISABSEE_Y_MR,DISABSEE_TOT_MR,DISABSEER_MR
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014019,Mongnai,မိုးနဲ,38583,713,107,33,853,39436,2.1629982756871895,18998,370,57,20,447,19445,2.2987914631010544,19585,343,50,13,406,19991,2.030913911260067,19215,470,55,18,543,19758,2.7482538718493776,19368,243,52,15,310,19678,1.5753633499339363,9211,240,24,13,277,9488,2.919477234401349,10004,230,31,5,266,10270,2.5900681596884128,9787,130,33,7,170,9957,1.7073415687456062,9581,113,19,8,140,9721,1.4401810513321673
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014020,Mawkmai,မောက်မယ်,33390,318,57,45,420,33810,1.2422360248447204,17069,153,25,17,195,17264,1.1295180722891567,16321,165,32,28,225,16546,1.3598452798259397,5169,42,4,7,53,5222,1.0149368058215245,28221,276,53,38,367,28588,1.283755421855324,2513,20,1,2,23,2536,0.9069400630914828,2656,22,3,5,30,2686,1.1169024571854058,14556,133,24,15,172,14728,1.1678435632808257,13665,143,29,23,195,13860,1.406926406926407
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014021,Mongpan,မိုင်းပန်,25420,432,38,36,506,25926,1.9517087094036873,11873,192,15,17,224,12097,1.8516987682896584,13547,240,23,19,282,13829,2.0391930002169354,8892,65,5,10,80,8972,0.8916629514043692,16528,367,33,26,426,16954,2.5126813731272857,4215,36,3,6,45,4260,1.056338028169014,4677,29,2,4,35,4712,0.7427843803056027,7658,156,12,11,179,7837,2.2840372591552893,8870,211,21,15,247,9117,2.709224525611495
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015001,Lashio,လားရှိုး,320321,2715,196,173,3084,323405,0.953603067361358,163122,1575,107,89,1771,164893,1.0740298254019274,157199,1140,89,84,1313,158512,0.8283284546280408,172229,1893,129,84,2106,174335,1.2080190437949925,148092,822,67,89,978,149070,0.6560676192392836,88774,1110,74,46,1230,90004,1.3666059286253944,83455,783,55,38,876,84331,1.038763918369283,74348,465,33,43,541,74889,0.7224024890170786,73744,357,34,46,437,74181,0.5890996346773433
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015002,Hseni,သိန်းနီ,56257,344,32,29,405,56662,0.7147647453319684,27819,201,21,17,239,28058,0.8518069712737899,28438,143,11,12,166,28604,0.5803384142078031,9100,44,6,2,52,9152,0.5681818181818182,47157,300,26,27,353,47510,0.7430014733740266,4670,29,3,1,33,4703,0.7016797788645546,4430,15,3,1,19,4449,0.4270622611822881,23149,172,18,16,206,23355,0.8820381074716335,24008,128,8,11,147,24155,0.6085696543158766
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015003,Mongyai,မိုင်းရယ်,58731,529,68,48,645,59376,1.0862974939369443,30637,287,35,26,348,30985,1.123124092302727,28094,242,33,22,297,28391,1.0461061604029445,6853,165,19,9,193,7046,2.739142776043145,51878,364,49,39,452,52330,0.8637492833938467,3335,101,10,6,117,3452,3.389339513325609,3518,64,9,3,76,3594,2.11463550361714,27302,186,25,20,231,27533,0.8389932081502196,24576,178,24,19,221,24797,0.8912368431665121
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015004,Tangyan,တန့်ယန်း,170623,1917,144,121,2182,172805,1.2626949451694105,87615,1032,85,50,1167,88782,1.3144556328985604,83008,885,59,71,1015,84023,1.2080025707246824,33195,358,30,20,408,33603,1.2141773055977145,137428,1559,114,101,1774,139202,1.2744069769112514,17049,223,18,8,249,17298,1.439472771418661,16146,135,12,12,159,16305,0.9751609935602576,70566,809,67,42,918,71484,1.2842034581165016,66862,750,47,59,856,67718,1.2640656841607845
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015005,Pangsang,ပန်ဆန်း,104444,1195,194,139,1528,105972,1.4418903106480958,50136,612,108,75,795,50931,1.560935383165459,54308,583,86,64,733,55041,1.3317345251721444,16274,74,3,4,81,16355,0.4952613879547539,88170,1121,191,135,1447,89617,1.6146490063269248,8020,38,2,2,42,8062,0.5209625403125776,8254,36,1,2,39,8293,0.47027613650066324,42116,574,106,73,753,42869,1.7565140311180574,46054,547,85,62,694,46748,1.4845554890048773
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015006,Narphan,နားဖန့်,112755,2818,467,140,3425,116180,2.9480117059734896,55069,1440,228,74,1742,56811,3.0663075812782736,57686,1378,239,66,1683,59369,2.8348127810810357,951,19,0,0,19,970,1.958762886597938,111804,2799,467,140,3406,115210,2.956340595434424,459,14,0,0,14,473,2.9598308668076108,492,5,0,0,5,497,1.0060362173038229,54610,1426,228,74,1728,56338,3.0672015336007665,57194,1373,239,66,1678,58872,2.85025139285229
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015007,Pangwaun,ပန်ဝိုင်း,93624,2600,686,187,3473,97097,3.5768355355984225,46597,1298,329,82,1709,48306,3.5378627913716723,47027,1302,357,105,1764,48791,3.6154208768010494,3386,43,4,3,50,3436,1.4551804423748544,90238,2557,682,184,3423,93661,3.654669499578266,1656,20,2,1,23,1679,1.36986301369863,1730,23,2,2,27,1757,1.5367103016505406,44941,1278,327,81,1686,46627,3.6159306839384904,45297,1279,355,103,1737,47034,3.693073096058171
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015008,Mongmao,မိုင်းမော,68809,1738,107,29,1874,70683,2.6512739979910305,33492,816,51,11,878,34370,2.5545533895839396,35317,922,56,18,996,36313,2.7428193759810537,5536,93,22,4,119,5655,2.1043324491600353,63273,1645,85,25,1755,65028,2.6988374238789445,2699,47,12,2,61,2760,2.210144927536232,2837,46,10,2,58,2895,2.003454231433506,30793,769,39,9,817,31610,2.584625118633344,32480,876,46,16,938,33418,2.8068705488060326
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015009,Muse,မူဆယ်,170999,655,69,86,810,171809,0.47145376551868645,82966,370,34,37,441,83407,0.5287326003812629,88033,285,35,49,369,88402,0.4174113707834664,93845,229,23,31,283,94128,0.3006544280129186,77154,426,46,55,527,77681,0.6784155713752398,45614,120,12,13,145,45759,0.3168775541423545,48231,109,11,18,138,48369,0.28530670470756064,37352,250,22,24,296,37648,0.786230344241394,39802,176,24,31,231,40033,0.5770239552369295
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015010,Namhkan,နမ့်ခမ်း,105709,1133,116,76,1325,107034,1.2379243978548873,54945,666,65,43,774,55719,1.3891132288806332,50764,467,51,33,551,51315,1.073760109129884,29922,317,19,11,347,30269,1.1463873930423867,75787,816,97,65,978,76765,1.2740181072103172,15895,187,9,7,203,16098,1.261026214436576,14027,130,10,4,144,14171,1.0161597628960553,39050,479,56,36,571,39621,1.4411549430857373,36737,337,41,29,407,37144,1.0957355158302822
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015011,Kutkai,ကွတ်ခိုင်,171935,2402,215,100,2717,174652,1.5556649795020956,85720,1328,113,49,1490,87210,1.708519665176012,86215,1074,102,51,1227,87442,1.4032158459321609,38817,770,35,16,821,39638,2.0712447651243755,133118,1632,180,84,1896,135014,1.4042988134563823,19509,422,20,9,451,19960,2.2595190380761525,19308,348,15,7,370,19678,1.880272385405021,66211,906,93,40,1039,67250,1.5449814126394052,66907,726,87,44,857,67764,1.264683312673396
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015012,Kyaukme,ကျောက်မဲ,169824,2008,146,131,2285,172109,1.3276470143920422,88056,1137,80,87,1304,89360,1.459265890778872,81768,871,66,44,981,82749,1.1855128158648442,44122,541,20,28,589,44711,1.317349198183892,125702,1467,126,103,1696,127398,1.3312610873012136,22866,310,10,24,344,23210,1.4821197759586384,21256,231,10,4,245,21501,1.1394818845635086,65190,827,70,63,960,66150,1.4512471655328798,60512,640,56,40,736,61248,1.2016718913270636
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015013,Nawnghkio,နောင်ချို,147420,2019,251,152,2422,149842,1.6163692422685227,72797,1059,145,80,1284,74081,1.7332379422523994,74623,960,106,72,1138,75761,1.5020921054368344,18717,82,11,12,105,18822,0.5578578259483583,128703,1937,240,140,2317,131020,1.7684323004121507,9676,37,9,7,53,9729,0.5447630794531813,9041,45,2,5,52,9093,0.5718684702518421,63121,1022,136,73,1231,64352,1.912916459472899,65582,915,104,67,1086,66668,1.6289674206515872
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015014,Hsipaw,သီပေါ,174404,1487,141,126,1754,176158,0.9956970446985094,89427,752,76,67,895,90322,0.9908992272093178,84977,735,65,59,859,85836,1.0007456079034438,20685,175,14,23,212,20897,1.014499688950567,153719,1312,127,103,1542,155261,0.9931663457017539,10580,89,13,13,115,10695,1.0752688172043012,10105,86,1,10,97,10202,0.9507939619682415,78847,663,63,54,780,79627,0.9795672322202268,74872,649,64,49,762,75634,1.0074834069333898
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015015,Namtu,နမ္မတူ,49049,1246,90,38,1374,50423,2.7249469488130416,25206,692,58,19,769,25975,2.9605389797882578,23843,554,32,19,605,24448,2.4746400523560212,12813,442,31,12,485,13298,3.6471649872161227,36236,804,59,26,889,37125,2.3946127946127946,6844,257,19,7,283,7127,3.9708152097656795,5969,185,12,5,202,6171,3.273375465888835,18362,435,39,12,486,18848,2.578522920203735,17874,369,20,14,403,18277,2.2049570498440665
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015016,Namhsan,နမ့်ဆန်,70501,1534,112,57,1703,72204,2.358595091684671,38508,908,54,26,988,39496,2.5015191411788535,31993,626,58,31,715,32708,2.1860095389507155,3993,141,3,1,145,4138,3.5041082648622526,66508,1393,109,56,1558,68066,2.2889548379514,2058,96,2,0,98,2156,4.545454545454546,1935,45,1,1,47,1982,2.3713420787083757,36450,812,52,26,890,37340,2.383502945902517,30058,581,57,30,668,30726,2.1740545466380263
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015017,Mongmit,မိုးမိတ်,60481,2648,150,51,2849,63330,4.498657824096005,30126,1521,97,41,1659,31785,5.219443133553563,30355,1127,53,10,1190,31545,3.7723886511333014,9253,980,19,8,1007,10260,9.814814814814815,51228,1668,131,43,1842,53070,3.4708875070661396,4862,599,14,7,620,5482,11.309740970448741,4391,381,5,1,387,4778,8.099623273336123,25264,922,83,34,1039,26303,3.950119758202486,25964,746,48,9,803,26767,2.9999626405648745
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015018,Mabein,မဘိမ်း,46201,1027,113,57,1197,47398,2.525423013629267,22200,603,70,31,704,22904,3.0736989172196996,24001,424,43,26,493,24494,2.012737813342043,3178,51,9,3,63,3241,1.9438444924406046,43023,976,104,54,1134,44157,2.568109246552076,1581,34,6,1,41,1622,2.527743526510481,1597,17,3,2,22,1619,1.3588634959851762,20619,569,64,30,663,21282,3.115308711587257,22404,407,40,24,471,22875,2.059016393442623
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015019,Manton,မန်တုန်,37704,742,110,45,897,38601,2.3237739954923446,19536,415,62,26,503,20039,2.510105294675383,18168,327,48,19,394,18562,2.122616097403297,4065,30,6,1,37,4102,0.9019990248659191,33639,712,104,44,860,34499,2.4928258790109856,1989,20,3,0,23,2012,1.143141153081511,2076,10,3,1,14,2090,0.6698564593301436,17547,395,59,26,480,18027,2.6626726576801465,16092,317,45,18,380,16472,2.306945118989801
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015020,Kunlong,ကွမ်းလုံ,57350,1153,121,150,1424,58774,2.42284003130636,27169,604,65,36,705,27874,2.529238717084021,30181,549,56,114,719,30900,2.3268608414239482,5446,89,10,4,103,5549,1.8561903045593802,51904,1064,111,146,1321,53225,2.481916392672616,2732,54,7,0,61,2793,2.184031507339778,2714,35,3,4,42,2756,1.5239477503628447,24437,550,58,36,644,25081,2.567680714485068,27467,514,53,110,677,28144,2.405486071631609
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015021,Hopang,ဟိုပန်,60019,956,74,51,1081,61100,1.7692307692307692,29046,514,40,31,585,29631,1.974283689379366,30973,442,34,20,496,31469,1.5761543105913756,20095,327,28,12,367,20462,1.7935685661225684,39924,629,46,39,714,40638,1.7569762291451352,9799,191,19,8,218,10017,2.1763002895078367,10296,136,9,4,149,10445,1.4265198659645764,19247,323,21,23,367,19614,1.8711124706842053,20677,306,25,16,347,21024,1.6504946727549468
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015022,Laukkaing,လောက်ကိုင်,92580,1920,262,88,2270,94850,2.393252503953611,43582,1037,147,51,1235,44817,2.7556507575250464,48998,883,115,37,1035,50033,2.0686347010972757,26383,179,6,5,190,26573,0.7150114778158281,66197,1741,256,83,2080,68277,3.0464138729000982,12612,100,1,4,105,12717,0.8256664307619722,13771,79,5,1,85,13856,0.6134526558891455,30970,937,146,47,1130,32100,3.520249221183801,35227,804,110,36,950,36177,2.62597783121873
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015023,Konkyan,ကုန်းကြမ်း,58059,1742,163,98,2003,60062,3.334887283140755,27927,917,92,55,1064,28991,3.670104515194371,30132,825,71,43,939,31071,3.0221106498020665,1536,68,6,0,74,1610,4.596273291925466,56523,1674,157,98,1929,58452,3.300143707657565,687,36,3,0,39,726,5.371900826446281,849,32,3,0,35,884,3.959276018099547,27240,881,89,55,1025,28265,3.6263930656288696,29283,793,68,43,904,30187,2.9946665783284194
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015024,Matman,မက်မန်း,19409,282,28,13,323,19732,1.6369349280356782,9504,137,16,7,160,9664,1.6556291390728477,9905,145,12,6,163,10068,1.6189908621374653,274,18,0,0,18,292,6.164383561643835,19135,264,28,13,305,19440,1.5689300411522635,114,8,0,0,8,122,6.557377049180328,160,10,0,0,10,170,5.88235294117647,9390,129,16,7,152,9542,1.5929574512680778,9745,135,12,6,153,9898,1.545766821580117
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016001,Kengtung,ကျိုင်းတုံ,169545,1778,182,115,2075,171620,1.2090665423610303,82737,937,104,63,1104,83841,1.3167781872830715,86808,841,78,52,971,87779,1.1061871290399754,43508,680,66,35,781,44289,1.763417552891237,126037,1098,116,80,1294,127331,1.0162489888558166,21660,355,40,22,417,22077,1.8888435928794671,21848,325,26,13,364,22212,1.6387538267603097,61077,582,64,41,687,61764,1.112298426267729,64960,516,52,39,607,65567,0.9257705858129852
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016002,Mongkhet,မိုင်းခတ်,43988,446,62,32,540,44528,1.2127200862378729,21371,230,39,15,284,21655,1.3114754098360655,22617,216,23,17,256,22873,1.1192235386700478,2759,57,10,1,68,2827,2.4053767244428723,41229,389,52,31,472,41701,1.13186734131076,1155,24,5,1,30,1185,2.5316455696202533,1604,33,5,0,38,1642,2.3142509135200973,20216,206,34,14,254,20470,1.2408402540302883,21013,183,18,17,218,21231,1.0268004333286234
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016003,Mongyang,မိုင်းယန်း,105886,1460,176,123,1759,107645,1.6340749686469414,51666,742,103,59,904,52570,1.719611945976793,54220,718,73,64,855,55075,1.5524285065819337,4957,9,0,0,9,4966,0.18123238018525975,100929,1451,176,123,1750,102679,1.7043407123170269,2203,2,0,0,2,2205,0.09070294784580499,2754,7,0,0,7,2761,0.2535313292285404,49463,740,103,59,902,50365,1.7909262384592475,51466,711,73,64,848,52314,1.6209809993500783
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016005,Mongla,မိုင်းလား,42800,244,15,9,268,43068,0.6222717562923749,20678,114,6,4,124,20802,0.5960965291798865,22122,130,9,5,144,22266,0.6467259498787389,20380,69,1,3,73,20453,0.35691585586466534,22420,175,14,6,195,22615,0.862259562237453,9395,29,0,1,30,9425,0.3183023872679045,10985,40,1,2,43,11028,0.3899165759883932,11283,85,6,3,94,11377,0.8262283554539861,11137,90,8,3,101,11238,0.8987364299697456
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016006,Monghsat,မိုင်းဆတ်,102329,1903,320,97,2320,104649,2.21693470553947,48257,923,145,50,1118,49375,2.2643037974683544,54072,980,175,47,1202,55274,2.1746209791221913,9203,220,21,1,242,9445,2.5622022233986232,93126,1683,299,96,2078,95204,2.182681399941179,4084,112,9,1,122,4206,2.9006181645268665,5119,108,12,0,120,5239,2.2905134567665586,44173,811,136,49,996,45169,2.2050521375279506,48953,872,163,47,1082,50035,2.1624862596182672
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016007,Mongping,မိုင်းပျင်း,68333,398,45,57,500,68833,0.7263957694710386,33595,195,21,30,246,33841,0.7269288732602465,34738,203,24,27,254,34992,0.7258802011888432,8809,86,4,7,97,8906,1.0891533797439927,59524,312,41,50,403,59927,0.6724848565755002,4180,51,2,4,57,4237,1.345291479820628,4629,35,2,3,40,4669,0.8567144998929107,29415,144,19,26,189,29604,0.6384272395622212,30109,168,22,24,214,30323,0.7057349206872671
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016008,Mongton,မိုင်းတုံ,68267,1491,265,66,1822,70089,2.5995519981737507,30956,657,118,34,809,31765,2.5468282701086102,37311,834,147,32,1013,38324,2.6432522701179417,9186,204,28,6,238,9424,2.525466893039049,59081,1287,237,60,1584,60665,2.6110607434270174,4091,86,15,5,106,4197,2.5256135334762924,5095,118,13,1,132,5227,2.525349148651234,26865,571,103,29,703,27568,2.5500580383052815,32216,716,134,31,881,33097,2.661872677281929
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016009,Tachileik,တာချီလိတ်,175723,1351,129,110,1590,177313,0.8967193606785739,86335,722,75,57,854,87189,0.9794813565931482,89388,629,54,53,736,90124,0.8166526119568595,58381,338,21,27,386,58767,0.6568312147974203,117342,1013,108,83,1204,118546,1.0156394985912642,29577,192,11,13,216,29793,0.725002517369852,28804,146,10,14,170,28974,0.5867329329743909,56758,530,64,44,638,57396,1.1115757195623388,60584,483,44,39,566,61150,0.9255928045789042
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016010,Monghpyak,မိုင်းဖြတ်,29955,512,63,26,601,30556,1.9668804817384473,14028,279,31,9,319,14347,2.2234613508050463,15927,233,32,17,282,16209,1.7397741995187856,5931,132,5,6,143,6074,2.3542970036219955,24024,380,58,20,458,24482,1.8707621926313212,2747,71,4,1,76,2823,2.6921714488133195,3184,61,1,5,67,3251,2.060904337127038,11281,208,27,8,243,11524,2.1086428323498785,12743,172,31,12,215,12958,1.659206667695632
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016011,Mongyawng,မိုင်းယောင်း,77303,2155,346,86,2587,79890,3.23820252847666,36672,1111,185,48,1344,38016,3.535353535353535,40631,1044,161,38,1243,41874,2.968429096814252,5647,178,18,9,205,5852,3.503075871496924,71656,1977,328,77,2382,74038,3.217266808935952,2754,87,10,4,101,2855,3.5376532399299476,2893,91,8,5,104,2997,3.470136803470137,33918,1024,175,44,1243,35161,3.5351668041295756,37738,953,153,33,1139,38877,2.929752810144816
